"","experiment","fault_model","dist","postprocess","dest","faults","router","num_samples","resource","resource_stdev","resource_min","resource_max","entries","entries_stdev","entries_min","entries_max","useX","useX_stdev","useX_min","useX_max","useY","useY_stdev","useY_min","useY_max","useD","useD_stdev","useD_min","useD_max","disconne","disconne_stdev","disconne_min","disconne_max","exectime","exectime_stdev","exectime_min","exectime_max","post_exectime","post_exectime_stdev","post_exectime_min","post_exectime_max","exectime_ci","post_exectime_ci","disconne_ci","resource_ci","entries_ci"
"200","baseline","uniform","uniform","DIJKSTRA",16,39,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","baseline","uniform","uniform","DIJKSTRA",16,78,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","baseline","uniform","uniform","DIJKSTRA",16,78,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","baseline","uniform","uniform","DIJKSTRA",16,78,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","baseline","uniform","uniform","DIJKSTRA",16,78,"smart",10000,639.5436,881.104576727417,0,974,33.7824,20.0142504668549,0,46,215.6689,545.294800844461,0,453,216.6607,547.44956714934,0,442,213.2901,531.709231300341,0,447,0,0,0,0,115.7179,172.035468523209,0,1192,5.6824,108.529801721509,0,43,2.82973164364696,1.78515637993948,0,14.4928805875363,0.329205124711214
"205","baseline","uniform","uniform","DIJKSTRA",16,78,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","baseline","uniform","uniform","DIJKSTRA",16,157,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","baseline","uniform","uniform","DIJKSTRA",16,157,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","baseline","uniform","uniform","DIJKSTRA",16,157,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","baseline","uniform","uniform","DIJKSTRA",16,157,"smart",10000,639.8275,873.257841472952,0,949,34.5034,24.9472375709216,0,48,215.8477,549.998950545362,0,486,218.1214,541.301988802923,0,428,215.3565,533.048748314823,0,426,0,0,0,0,115.4703,133.377979029523,0,182,10.5545,129.466908158031,0,46,2.19387252562169,2.1295411345393,0,14.363813278106,0.410345542009503
"210","baseline","uniform","uniform","DIJKSTRA",16,157,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","baseline","uniform","uniform","DIJKSTRA",16,314,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","baseline","uniform","uniform","DIJKSTRA",16,314,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","baseline","uniform","uniform","DIJKSTRA",16,314,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","baseline","uniform","uniform","DIJKSTRA",16,314,"smart",10000,641.2604,887.890331999397,0,925,35.9145,32.7171797242672,0,53,218.7979,545.406689188902,0,458,219.0168,551.188198512087,0,435,217.6261,546.571449837988,0,461,0,0,0,0,115.5999,132.500050881651,0,179,16.9507,131.780649205413,0,68,2.17943189263937,2.16759878807542,0,14.6044963292435,0.53814971733084
"215","baseline","uniform","uniform","DIJKSTRA",16,314,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","baseline","uniform","uniform","DIJKSTRA",16,609,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","baseline","uniform","uniform","DIJKSTRA",16,609,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","baseline","uniform","uniform","DIJKSTRA",16,609,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","baseline","uniform","uniform","DIJKSTRA",16,609,"smart",10000,641.7145,886.478224269497,0,940,38.6909,44.0580448620907,0,58,220.8923,547.634589164162,0,448,220.9216,549.658737797372,0,438,219.9415,545.20260376029,0,455,0,0,0,0,115.4132,133.429063531901,0,170,23.8103,107.078009963437,0,61,2.19471279091185,1.76127653055106,0,14.5812692240318,0.724690348878006
"220","baseline","uniform","uniform","DIJKSTRA",16,609,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","baseline","uniform","uniform","DIJKSTRA",16,1218,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","baseline","uniform","uniform","DIJKSTRA",16,1218,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","baseline","uniform","uniform","DIJKSTRA",16,1218,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","baseline","uniform","uniform","DIJKSTRA",16,1218,"smart",10000,643.9181,892.718609391,0,942,44.3034,61.5234867718012,0,76,223.436,542.554572675413,0,453,224.5303,545.155999166294,0,438,223.3601,540.940547016953,0,470,0,0,0,0,115.0426,134.690646000381,0,207,30.3643,72.3693076493067,0,65,2.21546397590164,1.19036918166929,0,14.6839144250386,1.01197130359298
"225","baseline","uniform","uniform","DIJKSTRA",16,1218,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","baseline","uniform","uniform","DIJKSTRA",16,2457,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","baseline","uniform","uniform","DIJKSTRA",16,2457,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","baseline","uniform","uniform","DIJKSTRA",16,2457,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","baseline","uniform","uniform","DIJKSTRA",16,2457,"smart",10000,646.0232,904.583085759401,0,962,55.7346,88.7583958443369,0,92,228.2997,544.040203702815,0,445,229.223,548.583750506702,0,436,227.6891,548.274084970282,0,455,0,0,0,0,114.8022,134.461709107091,0,180,38.1359,76.8566279655177,0,77,2.21169829910893,1.26417903264342,0,14.879067694903,1.45994569326952
"230","baseline","uniform","uniform","DIJKSTRA",16,2457,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","baseline","uniform","uniform","DIJKSTRA",16,4915,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","baseline","uniform","uniform","DIJKSTRA",16,4915,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","baseline","uniform","uniform","DIJKSTRA",16,4915,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","baseline","uniform","uniform","DIJKSTRA",16,4915,"smart",10000,653.4619,915.230441641885,0,970,78.0939,132.365857470875,0,132,238.126,547.219649183031,0,467,239.2132,555.651650667934,0,432,237.7728,548.747668895276,0,511,0,0,0,0,115.1776,135.162158161965,0,168,52.468,107.154203530286,0,110,2.22321966079296,1.76252980319887,0,15.0542011143105,2.1772246074551
"235","baseline","uniform","uniform","DIJKSTRA",16,4915,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","baseline","uniform","uniform","DIJKSTRA",16,9830,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","baseline","uniform","uniform","DIJKSTRA",16,9830,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","baseline","uniform","uniform","DIJKSTRA",16,9830,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","baseline","uniform","uniform","DIJKSTRA",16,9830,"smart",10000,669.9475,932.892581919269,0,989,122.3656,203.302165081929,0,202,259.329,545.495074819196,0,483,258.993,556.520759606504,0,511,257.7448,556.834407991281,0,502,0,0,0,0,116.1847,136.394252829802,0,191,81.2525,158.420092993282,0,144,2.24348581462436,2.60577864541989,0,15.3447174692603,3.34402303602098
"240","baseline","uniform","uniform","DIJKSTRA",16,9830,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
